1,3,12,1,0,0,0,0,0,1
1,3,8,0,0,0,0,0,0,1
1,3,5,1,0,0,0,0,0,0
2,3,7,1,0,0,1,0,0,1
1,3,4,1,0,0,0,0,0,1
1,3,6,1,0,0,1,0,1,1
1,3,5,1,0,0,1,1,1,2
2,3,5,1,0,0,0,0,1,2
2,3,8,1,0,0,1,0,0,1
3,3,7,9,0,0,1,1,1,1
2,3,4,9,0,0,1,0,2,3
5,3,4,9,0,0,2,0,1,3
6,3,7,9,0,0,2,1,1,3
5,3,7,9,0,0,2,2,1,3
7,3,9,9,0,0,2,2,2,1
4,3,9,9,0,0,1,2,2,2
3,3,8,9,0,0,1,2,2,1
8,3,8,9,0,0,1,2,1,1
6,3,5,9,0,0,0,3,2,1
5,3,4,8,0,0,2,3,1,2
9,3,9,8,0,0,1,1,2,2
4,3,9,8,0,0,1,2,0,2
2,3,9,7,0,1,1,0,2,2
5,3,10,7,0,1,1,0,2,2
2,3,9,6,0,0,1,1,0,0
1,3,7,6,0,0,1,0,1,1
2,3,5,6,0,0,1,2,1,3
4,3,6,5,0,0,1,2,2,3
2,3,8,4,0,0,1,1,0,0
1,3,5,4,0,0,1,1,1,0
2,3,6,4,0,0,1,1,0,1
1,3,4,3,0,0,1,1,0,1
2,3,5,3,0,0,1,1,1,1
1,3,5,2,0,0,2,1,1,1
1,3,4,1,0,0,0,1,1,1
1,3,7,1,0,0,0,1,0,1
1,3,5,1,0,0,1,1,0,1
1,3,9,1,0,0,0,0,0,0
1,3,7,1,0,0,1,0,0,1
2,4,8,6,0,0,2,1,1,0
5,4,8,6,0,0,2,1,2,1
5,3,6,7,0,1,1,1,2,2
6,3,7,9,0,0,2,1,2,2
7,3,7,10,0,0,2,1,3,2
8,3,8,10,0,0,2,0,3,3
3,3,4,9,0,0,3,1,1,1
2,3,4,9,0,0,1,1,2,1
5,3,4,9,0,0,1,1,2,3
4,3,4,9,0,0,2,1,2,3
6,3,7,9,0,0,2,2,1,3
2,3,9,9,0,0,1,2,3,2
6,3,7,9,0,0,2,0,3,2
4,3,8,9,0,0,2,2,1,1
2,3,8,9,0,0,0,3,1,2
3,3,7,8,0,0,2,3,1,4
4,3,9,8,0,0,0,3,2,1
5,3,14,8,0,0,0,1,2,1
8,3,14,8,0,0,0,2,2,1
4,3,7,7,0,1,0,0,0,3
4,3,10,7,0,1,1,1,2,3
5,3,6,6,0,0,2,1,1,1
3,3,10,6,0,0,2,0,0,1
5,3,6,6,0,0,2,1,1,1
6,3,5,5,0,0,2,1,1,1
3,3,9,5,0,0,1,1,2,3
1,3,4,5,0,0,1,1,1,1
2,3,4,4,0,0,0,1,1,1
1,3,5,4,0,0,1,1,0,0
2,3,6,3,0,0,1,1,0,0
1,3,6,3,0,0,1,1,1,0
1,3,9,1,0,0,1,0,1,1
1,3,7,1,0,0,0,1,0,1
1,3,5,1,0,0,0,0,1,0
1,3,7,1,0,0,0,0,0,1
1,3,7,1,0,0,0,0,0,1
2,3,4,5,0,0,0,1,1,1
5,4,8,5,0,0,2,1,0,2
2,4,8,6,0,0,2,1,0,3
4,3,9,6,0,1,2,1,0,2
6,3,6,7,0,1,1,1,2,2
4,3,8,7,0,1,1,1,2,4
6,3,8,8,0,0,0,1,2,1
4,3,7,9,0,0,2,2,2,2
3,3,7,9,0,0,2,2,3,2
6,3,8,10,0,0,2,1,3,0
5,3,6,9,0,0,1,1,1,1
5,3,7,9,0,0,3,1,1,1
3,3,5,10,0,0,1,1,0,1
5,3,7,10,0,0,2,1,2,1
1,3,7,1,0,0,0,0,0,1
6,3,5,10,0,0,0,1,0,1
7,3,6,10,0,0,0,1,2,1
4,3,5,10,0,0,1,2,3,0
2,3,4,10,0,0,0,0,1,1
2,3,7,9,0,0,2,2,2,1
5,3,9,8,0,0,2,0,2,3
2,3,5,7,0,0,2,1,0,2
3,3,7,7,0,0,0,1,1,0
2,3,9,6,0,0,2,0,0,0
3,3,11,6,0,0,2,1,1,0
2,3,8,5,0,0,2,1,1,3
5,3,7,5,0,0,2,1,1,3
3,3,9,4,0,0,0,1,1,1
2,3,7,3,0,0,0,1,1,0
0,3,9,2,0,0,0,0,1,1
2,3,6,2,0,0,0,0,1,1
1,3,8,1,0,0,0,0,0,0
1,3,7,1,0,0,0,0,1,0
1,3,10,1,0,0,1,0,1,1
1,3,5,1,0,0,0,0,1,0
3,4,8,5,0,1,2,1,1,1
4,3,9,6,0,0,2,0,0,3
3,3,7,6,0,0,1,0,0,2
5,3,9,7,0,0,0,0,0,4
7,3,5,8,0,0,0,0,2,1
3,3,9,8,0,0,0,1,2,3
9,3,11,9,0,0,2,1,2,2
5,3,6,9,0,0,2,0,2,1
7,3,5,10,0,0,2,0,2,0
3,3,8,10,0,0,2,1,2,3
6,3,6,10,0,0,1,0,0,1
4,3,8,10,0,0,2,0,2,1
3,3,7,10,0,0,1,2,2,1
7,3,8,10,0,0,1,2,0,1
6,3,9,10,0,0,3,0,0,2
6,3,6,10,0,0,2,2,1,1
4,3,7,9,0,0,1,0,2,1
4,3,5,8,0,0,0,0,0,3
4,3,4,7,0,0,0,1,0,1
1,3,5,6,0,0,1,1,1,1
4,3,5,6,0,0,0,1,1,1
3,3,5,5,0,0,0,1,1,1
2,3,3,5,0,0,1,0,1,0
2,4,8,5,0,1,2,1,1,1
3,4,7,6,0,1,2,1,1,1
4,4,10,6,0,0,2,1,0,1
7,3,5,7,0,0,2,1,0,1
7,3,10,8,0,0,2,0,2,1
6,3,11,9,0,0,2,0,0,2
4,3,5,10,0,0,2,0,2,0
9,3,4,10,0,0,0,0,3,2
5,3,9,10,0,0,0,2,3,3
6,3,5,10,0,0,1,2,2,1
6,3,7,10,0,0,1,0,3,1
5,3,9,9,0,0,2,2,3,1
4,3,7,10,0,0,1,0,2,3
3,3,6,9,0,0,2,0,3,3
8,3,6,10,0,0,0,0,2,1
4,3,7,10,0,0,0,2,1,1
4,3,7,10,0,0,0,2,1,2
6,3,6,9,0,0,1,0,2,3
3,3,6,7,0,1,2,0,0,2
7,3,7,7,0,0,1,0,0,2
3,3,7,7,0,0,1,1,0,2
5,3,6,6,0,0,1,1,1,2
1,3,5,5,0,0,0,1,1,0
0,3,9,4,0,0,1,0,0,2
1,3,10,1,0,0,0,1,0,1
1,4,11,1,0,0,0,1,0,1
1,3,7,1,0,0,0,0,0,1
2,4,5,6,0,1,2,0,1,1
3,3,10,7,0,0,2,0,0,1
4,3,5,7,0,0,2,1,2,1
8,3,11,9,0,0,0,1,2,3
6,3,9,10,0,0,2,2,0,3
4,3,10,10,0,0,2,2,0,3
3,3,5,10,0,0,0,0,0,3
7,3,5,10,0,0,0,0,1,3
5,3,8,10,0,0,2,0,0,1
3,3,9,10,0,0,2,0,1,1
5,3,9,10,0,0,3,2,0,3
8,3,7,10,0,0,3,0,0,1
4,3,6,10,0,0,0,1,3,1
7,3,6,10,0,0,0,0,0,1
1,3,8,10,0,0,0,0,0,3
7,3,8,10,0,0,1,0,0,3
3,3,7,10,0,0,2,2,0,1
5,3,7,8,0,0,2,0,0,1
3,3,6,7,0,0,2,2,0,1
4,3,11,7,0,0,2,0,1,3
0,3,5,5,0,0,1,1,0,0
2,3,6,5,0,0,0,1,1,1
2,3,6,3,0,0,1,0,0,0
1,4,7,1,0,0,1,0,1,1
2,0,3,6,0,0,1,1,1,3
6,4,3,6,0,0,0,1,1,1
7,4,3,6,0,0,0,0,0,1
4,4,6,7,0,0,2,0,0,1
5,3,5,8,0,0,2,1,0,1
3,3,7,8,0,0,0,0,0,3
4,3,9,9,0,0,2,1,0,3
5,3,7,10,0,0,2,2,0,2
6,3,7,10,0,0,1,0,0,3
7,3,6,10,0,0,1,2,1,2
3,3,7,10,0,0,1,2,1,1
6,3,10,10,0,0,2,2,1,1
4,3,5,10,0,0,1,0,1,1
7,3,5,10,0,0,2,0,1,1
5,3,9,10,0,1,2,2,1,3
3,3,8,10,0,0,1,2,0,2
6,3,10,10,0,0,2,1,0,4
2,3,4,10,0,0,0,2,0,0
4,3,8,10,0,0,1,0,3,1
6,3,8,10,0,0,1,1,0,1
3,3,8,10,0,0,1,0,2,1
5,3,5,10,0,0,0,0,1,1
5,3,8,7,0,0,1,2,2,2
3,3,6,7,0,0,0,0,2,2
5,3,7,6,0,0,1,2,1,3
2,3,6,6,0,0,0,1,1,2
3,3,9,5,0,0,0,0,1,0
1,3,4,5,0,0,0,0,1,0
3,3,7,3,0,0,1,1,0,0
1,3,7,4,0,0,1,1,1,0
1,4,8,1,0,0,1,0,1,0
1,4,10,1,0,0,1,0,0,1
1,4,6,1,0,0,0,0,0,1
3,3,3,5,0,0,1,0,1,1
1,3,3,5,0,0,1,0,1,1
5,3,2,6,0,0,1,1,1,3
4,3,9,6,0,0,1,1,0,3
7,3,10,7,0,0,2,0,0,4
5,3,5,7,0,0,0,1,0,3
3,3,10,8,0,0,2,1,0,3
4,3,10,8,0,0,2,0,0,2
5,3,6,9,0,0,3,1,0,1
6,3,4,9,0,0,0,1,1,1
4,3,6,10,0,0,0,1,1,3
3,3,6,10,0,0,0,1,1,1
4,3,4,10,0,0,0,0,1,1
8,3,5,10,0,0,2,0,0,1
7,3,10,10,0,0,2,2,0,3
1,3,6,10,0,1,1,2,1,1
8,3,7,10,0,1,1,2,2,1
4,3,4,10,0,1,1,0,0,2
8,3,8,10,0,0,1,1,3,2
7,3,2,10,0,0,2,2,0,0
6,3,8,10,0,0,2,0,0,0
5,3,9,10,0,0,1,2,0,1
7,3,6,10,0,0,2,1,1,1
4,3,7,10,0,0,1,1,0,1
7,3,5,9,0,0,0,2,2,1
6,3,7,8,0,0,0,2,0,0
3,3,6,8,0,0,1,0,1,0
5,3,9,7,0,0,1,0,2,1
3,3,6,6,0,0,1,1,1,3
4,3,7,6,0,0,2,2,1,3
5,3,7,5,0,0,2,2,1,2
2,3,5,5,0,0,2,2,1,2
3,3,6,5,0,0,1,1,1,2
1,3,6,4,0,0,1,1,1,2
1,4,8,1,0,0,1,0,1,0
1,3,6,1,0,0,0,1,0,0
1,3,8,1,0,0,0,0,0,0
4,3,9,4,0,0,1,1,1,1
2,3,9,4,0,0,1,1,1,1
4,3,6,6,0,0,1,1,0,2
3,3,10,6,0,0,2,1,2,2
8,3,10,7,0,0,1,1,2,2
6,3,10,7,0,0,2,0,2,3
8,3,5,8,0,0,2,0,1,2
7,3,5,9,0,0,3,1,1,4
3,3,6,9,0,0,3,1,1,1
2,3,9,10,0,0,3,1,1,1
4,3,9,10,0,0,1,2,0,3
5,3,9,10,0,0,0,0,2,1
6,3,7,10,0,0,2,2,0,3
4,3,9,10,0,0,1,0,2,4
7,3,9,10,0,0,2,0,3,4
4,3,6,10,0,1,2,2,1,3
7,3,2,10,0,0,2,0,0,0
4,3,2,10,0,1,0,0,0,0
5,3,6,10,0,0,2,2,3,1
6,3,9,10,0,0,2,2,3,2
4,3,7,10,0,0,2,2,2,4
4,3,8,9,0,0,0,0,2,1
5,3,5,8,0,0,0,0,2,1
6,3,4,7,0,0,0,0,2,1
5,3,6,6,0,0,2,2,2,3
1,3,6,5,0,0,2,2,2,3
2,3,4,1,0,0,0,0,0,2
2,3,6,1,0,0,0,1,0,1
1,3,4,0,0,0,1,0,0,0
1,3,1,4,0,0,1,1,0,2
5,3,1,4,0,0,1,1,1,2
1,3,9,4,0,0,1,1,0,2
3,3,3,5,0,0,1,1,1,1
4,3,6,5,0,0,1,1,1,2
2,3,6,5,0,0,1,1,0,2
3,3,7,7,0,0,2,1,2,1
5,3,11,7,0,0,0,1,2,4
4,3,7,8,0,0,2,0,0,5
7,3,8,8,0,0,2,2,1,2
8,3,10,9,0,0,2,1,1,4
4,3,8,9,0,0,2,1,1,2
7,3,5,10,0,0,2,1,1,4
4,3,5,10,0,0,2,2,1,3
5,3,5,10,0,0,0,0,1,4
3,3,6,10,0,0,2,0,1,3
7,3,11,10,0,0,1,0,2,1
9,3,5,10,0,0,3,1,2,1
3,3,5,10,0,0,1,3,1,3
8,3,7,10,0,0,1,1,1,2
3,3,5,10,0,0,1,1,1,2
2,3,10,10,0,0,3,1,1,3
6,3,9,10,0,0,2,2,3,3
4,3,8,10,0,0,2,0,1,3
4,3,6,10,0,0,0,2,0,1
7,3,5,10,0,0,1,2,0,2
6,3,6,9,0,0,2,0,0,3
3,3,6,8,0,0,0,0,1,1
4,3,6,7,0,0,0,1,2,1
1,3,8,6,0,0,1,2,0,3
6,3,9,5,0,0,1,2,1,3
4,4,9,5,0,2,2,2,0,2
5,4,3,5,0,0,1,1,1,2
2,3,7,4,0,0,1,0,1,1
1,3,4,3,0,0,1,0,1,0
2,3,9,2,0,0,1,0,1,0
1,4,11,1,0,0,0,0,0,1
1,4,7,1,0,1,1,0,0,0
1,3,5,1,0,0,0,0,1,0
3,3,1,2,0,0,1,1,1,1
2,3,1,2,0,0,1,0,0,1
3,3,1,3,0,0,1,0,0,2
2,3,1,3,0,0,1,0,1,4
0,3,11,4,0,0,1,0,1,4
2,3,11,4,0,0,1,1,1,4
1,3,8,5,0,0,1,0,1,2
5,3,4,5,0,0,2,0,0,2
1,3,8,6,0,0,2,0,0,1
6,3,8,7,0,0,3,2,0,3
2,3,5,7,0,0,3,2,0,3
3,3,7,8,0,0,2,3,4,0
7,3,9,9,0,0,2,3,4,3
8,3,9,9,0,0,2,3,0,6
6,3,7,10,0,0,0,1,0,4
2,3,9,10,0,0,0,3,3,4
6,3,10,10,0,0,2,2,2,4
4,3,8,10,0,0,2,2,0,1
5,3,8,10,0,0,2,0,1,1
5,3,11,10,0,0,3,0,1,5
7,3,4,10,0,0,1,2,0,0
5,3,5,10,0,0,2,0,1,3
5,3,10,10,0,0,0,2,3,1
3,3,8,10,0,0,2,2,2,4
5,3,5,9,0,0,2,0,3,3
1,3,7,8,0,0,2,0,3,3
6,3,8,8,0,0,0,1,3,2
3,3,8,7,0,0,0,1,2,1
0,4,3,5,0,2,1,2,1,3
1,4,5,5,0,2,1,1,1,2
2,4,6,0,0,0,0,0,2,0
2,3,6,2,0,0,1,1,1,1
5,3,2,4,0,0,1,2,1,0
6,3,7,5,0,0,1,2,1,1
0,3,7,5,0,0,2,1,1,1
4,3,5,5,0,0,2,1,0,1
3,3,8,6,0,0,2,1,0,2
5,3,8,6,0,0,2,1,2,3
3,3,8,7,0,0,3,1,1,2
5,3,8,7,0,0,3,1,2,1
4,3,8,8,0,0,1,1,0,1
8,3,3,8,0,0,0,2,0,1
2,3,10,9,0,0,1,2,2,6
7,3,6,10,0,0,3,1,0,3
2,3,4,10,0,0,0,1,0,1
9,3,8,10,0,0,1,0,2,2
4,3,8,10,0,0,0,0,0,2
3,3,8,10,0,0,2,0,2,1
6,3,7,10,0,1,2,0,1,2
5,2,11,10,0,1,2,1,3,4
3,3,5,10,0,0,1,1,0,3
4,3,4,10,0,0,0,0,1,1
8,3,7,10,0,0,2,0,0,3
7,3,5,10,0,0,2,0,1,3
6,3,6,10,0,0,0,2,2,1
3,3,8,10,0,0,1,0,2,1
7,3,7,6,0,0,1,3,1,2
4,4,10,7,0,0,0,0,2,3
1,4,7,5,0,0,1,3,0,1
2,4,8,5,0,1,1,1,0,0
3,4,10,5,0,0,1,1,0,0
2,4,7,4,0,0,1,1,0,1
3,3,3,4,0,0,1,1,0,0
1,3,4,1,0,0,0,0,1,0
2,4,9,1,0,0,0,0,0,2
1,3,4,1,0,0,0,0,0,1
1,4,8,1,0,0,1,1,0,0
3,3,9,1,0,0,1,0,0,2
1,3,6,2,0,0,1,1,1,1
3,3,3,3,0,0,1,0,1,0
4,3,8,3,0,0,1,0,1,0
3,3,5,4,0,0,1,2,2,3
1,3,10,5,0,0,1,2,2,3
2,3,11,5,0,0,1,1,2,2
6,3,2,6,0,0,1,1,0,0
3,3,5,7,0,0,1,1,1,1
5,3,9,7,0,0,1,1,1,3
4,3,4,8,0,0,0,2,1,1
6,3,10,8,0,0,2,1,2,2
5,3,6,9,0,0,2,1,1,2
5,2,10,10,0,3,3,1,0,1
7,2,10,10,0,3,3,1,0,2
8,2,4,10,0,3,0,0,0,3
5,3,11,10,0,2,2,2,0,3
6,3,11,10,0,2,3,0,1,5
7,2,9,10,0,1,1,2,2,1
6,2,7,10,0,1,0,2,2,1
5,2,6,10,0,1,2,2,0,2
4,2,7,10,0,2,2,0,0,2
5,2,4,10,0,2,2,0,0,1
5,3,10,10,0,0,3,2,0,3
9,3,9,10,0,0,1,2,1,3
4,3,5,10,0,0,2,0,1,3
5,2,4,10,0,0,2,0,2,2
6,2,7,10,0,1,0,0,2,2
5,3,8,9,0,0,0,1,2,2
3,2,8,9,0,1,0,0,2,2
4,2,3,9,0,1,0,0,2,0
6,2,8,8,0,1,2,0,1,1
2,2,7,8,0,1,2,1,0,0
6,2,8,7,0,1,1,1,1,0
2,2,5,7,0,1,1,0,1,4
0,2,12,6,0,1,1,2,1,1
1,2,6,5,0,0,1,1,2,1
3,3,7,4,0,0,1,1,1,2
2,3,6,4,0,0,1,1,0,2
2,3,3,3,0,0,1,0,0,1
0,3,6,2,0,0,1,0,0,0
1,3,6,0,0,0,0,0,0,1
1,4,8,0,0,1,0,0,0,0
1,4,6,0,0,0,0,1,0,0
1,4,6,0,0,0,0,1,0,0
1,3,9,0,0,0,0,0,1,0
1,3,4,1,0,0,0,0,1,0
1,4,8,1,0,0,0,1,1,1
1,3,8,1,0,0,1,0,1,2
1,3,5,1,0,0,0,0,0,1
1,3,8,3,0,0,1,0,2,0
2,3,7,5,0,0,1,0,3,1
3,3,3,5,0,0,0,1,1,1
5,3,3,6,0,0,0,1,0,2
3,3,4,6,0,0,1,1,0,2
4,3,5,6,0,0,0,1,2,1
5,3,6,8,0,0,3,2,2,2
4,3,6,8,0,0,0,1,2,1
3,3,6,9,0,0,1,2,1,6
4,3,5,9,0,2,3,1,1,2
8,2,4,10,0,3,0,0,2,2
5,2,11,10,0,3,0,1,3,2
3,2,10,10,0,2,2,1,3,2
4,2,6,10,0,1,1,2,2,2
3,2,11,10,0,1,0,2,1,1
5,2,10,10,0,1,2,0,1,3
4,2,10,10,0,2,0,2,2,0
3,3,9,10,0,2,1,3,2,2
6,3,5,10,0,2,0,1,1,1
3,3,10,10,0,2,1,2,1,2
7,2,7,10,0,1,2,1,2,3
6,2,9,9,0,1,0,1,2,1
2,2,7,9,0,1,2,1,0,2
3,2,6,9,0,1,2,1,2,1
4,2,7,8,0,0,2,0,2,0
3,2,13,8,0,2,3,0,2,1
2,3,14,7,0,2,4,0,1,1
1,2,14,7,0,2,4,1,0,1
2,2,13,6,0,1,2,1,1,0
4,2,2,6,0,1,2,1,2,1
3,2,4,5,0,0,2,1,2,1
1,3,9,1,0,0,0,0,0,1
1,3,6,1,0,0,0,0,0,1
1,4,9,1,0,0,0,1,1,0
1,4,12,1,0,0,0,1,0,0
1,4,10,0,0,0,0,0,0,1
1,3,4,1,0,0,0,0,1,0
1,3,6,1,0,0,0,0,0,0
1,3,6,2,0,0,1,1,0,1
3,3,6,2,0,0,1,1,1,0
2,3,7,2,0,0,1,1,1,0
4,3,4,4,0,0,1,0,1,0
2,3,11,5,0,0,1,0,1,1
1,3,6,5,0,0,1,0,1,1
5,3,6,5,0,0,0,1,1,1
5,3,9,6,0,0,0,2,2,2
3,3,5,7,0,0,0,2,1,2
6,3,7,7,0,0,3,2,0,2
5,3,7,8,0,0,0,2,0,2
7,3,6,9,0,0,0,0,2,2
5,3,6,10,0,0,0,0,1,2
3,3,5,10,0,2,0,2,1,0
2,2,5,10,0,2,1,0,1,2
4,2,11,10,0,3,0,1,3,0
3,2,5,10,0,1,0,0,0,1
6,2,10,10,0,3,0,0,0,1
3,3,9,10,0,3,2,1,2,0
0,2,11,10,0,3,2,0,0,1
6,3,14,10,0,2,2,0,2,1
3,2,8,9,0,2,0,2,0,0
6,2,10,9,0,2,2,1,0,1
4,2,7,9,0,0,0,0,0,0
3,2,5,8,0,0,0,0,2,0
2,3,6,8,0,0,0,0,2,1
1,2,8,3,0,0,1,1,1,0
0,2,6,4,0,0,0,0,1,1
3,3,12,3,0,0,0,1,1,0
1,3,5,2,0,0,1,1,1,0
3,3,11,2,0,0,0,1,0,0
1,3,5,1,0,0,0,1,0,1
0,3,5,1,0,0,0,0,0,1
2,3,5,1,0,0,0,0,1,1
3,3,12,1,0,0,0,0,1,1
0,4,12,1,0,0,0,0,1,0
0,4,7,1,0,0,0,1,1,0
1,4,13,1,0,1,0,0,0,0
1,3,6,1,0,0,1,0,0,1
1,3,9,1,0,0,0,0,0,1
1,3,8,1,0,0,1,0,0,0
1,3,3,2,0,0,0,1,1,1
0,3,6,2,0,0,0,0,0,1
1,3,8,4,0,0,1,1,1,1
4,3,11,5,0,0,1,1,1,3
3,3,3,5,0,0,1,0,1,3
4,3,6,6,0,0,2,0,1,1
2,3,8,6,0,0,2,2,0,0
4,3,8,7,0,0,2,2,3,2
5,3,7,7,0,0,2,2,0,2
2,3,5,9,0,0,0,2,1,2
4,3,9,10,0,0,0,2,2,2
10,3,7,10,0,1,2,0,0,4
3,2,4,10,0,2,0,0,0,1
5,2,3,10,0,2,2,0,0,0
3,2,7,10,0,1,2,0,0,0
5,2,10,10,0,3,2,0,2,0
4,3,6,10,0,2,0,0,1,2
8,2,11,10,0,0,1,0,0,2
3,2,10,10,0,4,2,2,0,1
5,2,5,10,0,2,2,0,1,1
4,2,5,10,0,2,0,0,1,1
3,2,12,9,0,2,1,0,2,0
5,2,8,8,0,1,1,0,0,0
3,2,6,7,0,1,2,0,1,1
2,3,8,7,0,1,0,1,2,1
2,2,12,5,0,1,2,1,2,1
1,2,9,4,0,1,0,2,0,1
2,2,9,3,0,1,1,1,1,0
1,2,6,3,0,0,0,0,1,1
0,2,6,2,0,0,0,0,1,1
3,3,6,2,0,0,1,1,1,1
1,3,8,1,0,0,0,1,1,0
3,3,6,2,0,0,1,1,2,1
2,4,8,1,0,0,0,1,1,1
0,4,12,1,0,0,1,1,1,0
2,4,10,1,0,0,0,1,1,1
1,3,7,1,0,0,0,1,1,0
1,3,9,1,0,0,1,0,1,0
1,3,2,2,0,0,1,1,0,0
3,3,2,2,0,0,0,1,0,2
4,3,6,3,0,0,0,1,1,2
2,3,7,4,0,0,1,0,1,0
4,3,5,4,0,0,1,1,1,1
2,3,11,4,0,0,1,0,1,1
4,3,6,6,0,0,1,0,1,1
5,3,6,7,0,0,0,1,0,0
4,3,7,7,0,0,0,0,3,3
6,3,7,8,0,0,2,0,2,3
4,3,8,8,0,0,3,2,0,3
7,3,4,9,0,0,0,2,0,1
5,3,4,10,0,0,2,0,3,3
3,2,5,10,0,1,2,2,3,3
3,2,7,10,0,0,2,1,2,0
2,2,6,10,0,2,2,0,0,0
5,2,8,10,0,2,2,0,0,0
4,2,8,10,0,1,0,0,2,0
6,2,5,10,0,3,2,1,0,0
4,2,5,10,0,1,2,0,0,0
3,2,8,10,0,3,2,0,0,0
5,2,8,10,0,3,0,2,1,0
3,2,7,10,0,3,0,2,2,1
5,2,14,10,0,1,1,2,1,1
6,2,5,10,0,1,0,0,0,1
7,2,7,10,0,1,2,0,0,1
5,2,7,9,0,1,2,0,0,2
3,2,7,8,0,1,2,0,1,2
5,2,11,8,0,1,2,3,2,0
6,3,9,7,0,1,2,2,0,1
5,2,10,6,0,1,0,1,0,3
2,2,9,5,0,2,1,2,0,0
4,2,9,5,0,1,1,2,0,0
2,2,7,2,0,1,1,1,1,0
1,2,9,2,0,0,1,1,1,1
2,3,5,1,0,0,1,1,1,1
2,3,8,2,0,0,1,1,1,1
0,3,8,2,0,0,1,0,1,1
2,3,10,2,0,0,1,0,0,1
1,4,6,1,0,0,0,1,1,1
1,3,10,1,0,0,1,0,0,0
1,3,6,1,0,0,1,0,1,1
1,3,7,1,0,0,1,1,1,1
2,3,3,3,0,0,0,1,1,1
3,3,3,3,0,0,1,1,1,2
3,3,10,4,0,0,0,1,1,0
5,3,5,5,0,0,1,1,0,2
4,3,5,5,0,0,1,1,1,3
5,3,5,5,0,0,1,1,1,2
2,3,4,6,0,0,0,1,2,1
3,3,7,6,0,0,1,0,1,0
4,3,7,7,0,0,0,0,0,1
4,3,8,8,0,2,2,0,2,3
5,2,5,8,0,1,2,2,0,3
3,3,7,10,0,2,0,0,1,4
6,2,7,10,0,2,1,1,0,2
5,2,11,10,0,2,2,1,3,3
4,2,9,10,0,3,0,0,0,0
6,2,8,10,0,1,0,0,0,0
3,2,7,10,0,1,0,0,2,0
5,2,5,10,0,1,0,0,2,1
7,2,9,10,0,0,2,2,2,0
5,2,7,10,0,0,2,2,0,0
4,2,7,10,0,0,2,0,0,0
3,2,10,10,0,1,2,0,1,0
5,2,9,10,0,1,1,0,1,2
6,2,6,10,0,2,0,0,1,3
4,3,6,10,0,2,0,2,0,3
8,3,7,10,0,1,1,1,1,3
5,2,8,10,0,1,2,0,2,3
5,2,9,10,0,1,0,2,2,3
6,2,8,10,0,3,2,0,1,1
5,2,9,8,0,1,2,2,1,2
6,2,8,8,0,0,2,0,2,1
2,2,11,8,0,2,2,2,2,1
3,2,7,7,0,1,2,0,2,1
2,2,10,7,0,1,2,2,0,1
4,3,7,6,0,1,2,2,0,1
6,2,6,6,0,0,2,0,2,3
1,3,10,5,0,1,1,1,0,1
2,3,9,5,0,1,1,1,0,0
3,2,9,4,0,2,1,2,1,1
2,2,12,4,0,1,1,0,2,1
