46,34,2
45,16,2
33,0,2
44,0,2
56,0,2
68,0,2
69,90,2
60,60,2
54,54,2
43,50,2
46,14,2
50,23,2
51,5,2
86,43,2
56,29,2
46,4,2
58,0,2
67,16,2
76,0,2
65,68,2
60,14,2
73,3,2
74,0,2
81,0,2
65,9,2
52,0,2
51,33,2
45,3,2
56,9,2
51,0,2
66,3,2
65,0,2
70,0,2
76,0,2
82,0,2
107,0,2
82,0,2
71,0,2
78,0,2
71,0,2
66,0,2
85,0,2
91,14,2
91,0,2
90,0,2
94,45,2
122,0,2
75,59,2
63,47,2
63,14,2
65,19,2
59,0,2
65,0,2
71,23,2
77,0,2
103,0,2
92,0,2
79,0,2
93,0,2
73,0,2
91,0,2
104,3,2
116,2,2
126,0,2
143,28,2
96,138,2
97,35,2
106,5,2
100,0,2
98,0,2
99,0,2
85,18,2
76,0,2
93,0,2
100,0,2
87,18,2
96,11,2
128,0,2
121,0,2
132,6,2
124,7,2
132,0,2
146,0,2
133,0,2
126,23,2
130,25,2
145,0,2
136,0,2
104,0,2
98,16,2
93,0,3
98,0,3
129,0,3
135,0,3
124,29,3
115,86,3
119,142,3
117,42,3
113,29,3
113,102,3
108,14,3
106,4,3
108,0,3
121,0,3
138,0,3
148,0,3
154,0,3
204,0,3
185,9,3
150,38,3
155,118,3
160,117,3
173,0,3
157,57,3
113,119,3
122,9,3
143,0,3
141,0,3
137,0,3
140,0,3
163,0,3
163,0,3
133,98,3
157,154,3
190,0,3
176,2,3
194,0,3
205,10,3
175,0,3
176,0,3
168,0,3
158,0,3
156,0,3
151,0,3
159,0,3
153,0,3
147,14,3
150,1,3
153,6,3
149,15,3
156,0,3
148,0,3
157,42,3
161,0,3
163,0,3
163,30,3
162,0,3
156,29,3
158,0,3
160,0,3
182,0,3
212,0,3
198,15,3
197,38,3
185,12,3
163,0,3
187,15,3
207,0,3
216,0,3
203,0,3
189,0,3
181,0,3
177,0,3
180,15,3
201,0,3
215,0,3
278,0,3
230,0,3
207,157,3
219,31,3
225,0,3
221,0,3
208,0,3
215,8,3
210,12,3
210,0,3
211,0,3
198,0,3
196,0,3
212,0,3
229,0,4
203,21,4
198,4,4
199,0,4
194,0,4
194,6,4
199,0,4
190,54,4
188,3,4
175,50,4
159,92,4
163,41,4
165,33,4
169,4,4
163,5,4
152,0,4
148,196,4
130,16,4
139,152,4
138,62,4
133,41,4
131,105,4
131,139,4
136,70,4
142,0,4
163,0,4
174,0,4
175,50,4
167,20,4
157,2,4
169,125,4
174,0,4
173,0,4
183,0,4
187,0,4
183,0,4
158,0,4
156,2,4
163,0,4
168,0,4
172,0,4
176,0,4
170,0,4
173,55,4
191,0,4
195,0,4
186,0,4
185,0,4
178,0,4
164,4,4
151,0,4
142,0,4
134,0,4
150,210,4
163,3,4
148,0,4
162,0,4
159,0,4
163,27,4
159,0,4
163,25,4
166,0,4
164,0,4
145,0,4
141,0,4
130,45,4
125,44,4
146,47,4
138,2,4
124,0,4
130,13,4
140,12,4
121,1,4
134,82,4
126,4,4
142,6,4
159,0,4
164,0,4
140,50,4
122,20,4
119,112,4
121,5,4
115,2,4
120,49,4
124,0,4
123,0,4
104,0,4
109,6,4
105,4,4
125,0,4
